AVAPS-T01 STA 132855101 140630 171042.59
AVAPS-T01 COM            UTC     UTC      Wind   Vert      GPS        GPS     Geopoten GPS Wind    GPS   
AVAPS-T01 COM   Sonde    Date    Time     Spd    Veloc  Longitude   Latitude  Altitude Snd Error Altitude
AVAPS-T01 COM    ID     yymmdd hhmmss.ss  (m/s)  (m/s)    (deg)       (deg)      (m)   Sat (m/s)    (m)  
AVAPS-T01 COM --------- ------ --------- ------ ------ ----------- ---------- -------- --- ----- --------
AVAPS-D01 S00 132855101 140630 173252.50  15.52 -14.34  -80.130180  28.556946   695.42  12  0.67   692.48
AVAPS-D01 S10 132855101 140630 173252.75  16.46 -14.25  999.000000  99.000000 99999.00  12  0.72 99999.00
AVAPS-D01 S00 132855101 140630 173253.00  15.87 -14.34  -80.130177  28.556874   689.57  12  0.79   685.60
AVAPS-D01 S10 132855101 140630 173253.25  15.61 -14.34  999.000000  99.000000 99999.00  12  0.83 99999.00
AVAPS-D01 S00 132855101 140630 173253.50  14.98 -14.44  -80.130176  28.556804   682.65  12  0.87   678.45
AVAPS-D01 S10 132855101 140630 173253.75  12.37 -14.65  999.000000  99.000000 99999.00  12  0.92 99999.00
AVAPS-D01 S00 132855101 140630 173254.00  11.65 -14.15  -80.130175  28.556748   674.46  12  0.95   671.55
AVAPS-D01 S10 132855101 140630 173254.25  11.51 -13.86  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173254.50  11.80 -13.96  -80.130179  28.556695   666.80  12  0.86   664.86
AVAPS-D01 S10 132855101 140630 173254.75  12.78 -13.99  999.000000  99.000000 99999.00  12  0.92 99999.00
AVAPS-D01 S00 132855101 140630 173255.00  13.64 -13.95  -80.130185  28.556638   658.22  12  0.90   657.93
AVAPS-D01 S10 132855101 140630 173255.25  13.44 -13.84  999.000000  99.000000 99999.00  11  0.74 99999.00
AVAPS-D01 S01 132855101 140630 173255.50  13.02 -13.88  -80.130188  28.556578   652.49  12  0.69   651.20
AVAPS-D01 S10 132855101 140630 173255.75  12.96 -13.91  999.000000  99.000000 99999.00  12  0.68 99999.00
AVAPS-D01 S00 132855101 140630 173256.00  11.45 -13.81  -80.130183  28.556522   642.66  12  0.68   644.42
AVAPS-D01 S10 132855101 140630 173256.25   9.10 -13.29  999.000000  99.000000 99999.00  12  0.77 99999.00
AVAPS-D01 S01 132855101 140630 173256.50 999.00  99.00  -80.130188  28.556481   636.44   0 99.00   638.71
AVAPS-D01 S11 132855101 140630 173256.75 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S01 132855101 140630 173257.00 999.00  99.00  176.622527 -89.999960   631.06   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173257.25 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173257.50   7.87 -12.56  -80.130221  28.556414   613.44  12  0.74   626.39
AVAPS-D01 S10 132855101 140630 173257.75   8.68 -12.37  999.000000  99.000000 99999.00  11  0.73 99999.00
AVAPS-D01 S00 132855101 140630 173258.00   9.18 -12.52  -80.130247  28.556378   610.90  12  0.71   620.00
AVAPS-D01 S10 132855101 140630 173258.25  10.15 -12.54  999.000000  99.000000 99999.00  12  0.77 99999.00
AVAPS-D01 S00 132855101 140630 173258.50  10.81 -13.08  -80.130274  28.556336   607.69  12  0.68   612.70
AVAPS-D01 S10 132855101 140630 173258.75  13.25 -14.02  999.000000  99.000000 99999.00  12  0.69 99999.00
AVAPS-D01 S00 132855101 140630 173259.00  15.10 -13.85  -80.130295  28.556275   598.68  12  0.68   604.54
AVAPS-D01 S10 132855101 140630 173259.25  16.41 -13.60  999.000000  99.000000 99999.00  12  0.80 99999.00
AVAPS-D01 S00 132855101 140630 173259.50  18.31 -13.90  -80.130322  28.556200   593.63  12  0.85   597.30
AVAPS-D01 S10 132855101 140630 173259.75  18.41 -14.64  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173300.00  17.78 -15.15  -80.130355  28.556123   586.06  12  0.97   588.21
AVAPS-D01 S10 132855101 140630 173300.25  18.09 -15.56  999.000000  99.000000 99999.00  12  0.98 99999.00
AVAPS-D01 S00 132855101 140630 173300.50  17.88 -15.90  -80.130384  28.556044   568.38  12  0.87   579.25
AVAPS-D01 S10 132855101 140630 173300.75  16.03 -16.28  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173301.00  16.47 -15.80  -80.130405  28.555970   557.77  12  0.81   571.12
AVAPS-D01 S10 132855101 140630 173301.25  16.34 -15.34  999.000000  99.000000 99999.00  12  0.85 99999.00
AVAPS-D01 S00 132855101 140630 173301.50  16.69 -15.37  -80.130433  28.555897   569.70  12  0.92   563.73
AVAPS-D01 S10 132855101 140630 173301.75  15.67 -15.26  999.000000  99.000000 99999.00  12  0.93 99999.00
AVAPS-D01 S00 132855101 140630 173302.00  15.26 -15.15  -80.130459  28.555830   558.91  12  0.76   556.23
AVAPS-D01 S10 132855101 140630 173302.25  14.23 -14.82  999.000000  99.000000 99999.00  12  0.78 99999.00
AVAPS-D01 S00 132855101 140630 173302.50  13.27 -14.85  -80.130480  28.555769   550.00  12  0.74   549.06
AVAPS-D01 S10 132855101 140630 173302.75  11.47 -13.98  999.000000  99.000000 99999.00  12  0.79 99999.00
AVAPS-D01 S00 132855101 140630 173303.00  10.45 -13.40  -80.130506  28.555722   531.83  12  0.87   543.72
AVAPS-D01 S10 132855101 140630 173303.25  10.09 -13.33  999.000000  99.000000 99999.00  12  0.92 99999.00
AVAPS-D01 S00 132855101 140630 173303.50  10.60 -12.86  -80.130520  28.555679   534.18  12  1.03   537.56
AVAPS-D01 S10 132855101 140630 173303.75  10.55 -12.60  999.000000  99.000000 99999.00  12  0.99 99999.00
AVAPS-D01 S00 132855101 140630 173304.00  11.02 -12.32  -80.130525  28.555631   527.07  12  0.93   531.70
AVAPS-D01 S10 132855101 140630 173304.25  12.01 -12.19  999.000000  99.000000 99999.00  12  0.99 99999.00
AVAPS-D01 S00 132855101 140630 173304.50  11.64 -11.80  -80.130523  28.555580   510.20  12  1.10   525.85
AVAPS-D01 S10 132855101 140630 173304.75   8.71 -10.50  999.000000  99.000000 99999.00  12  1.27 99999.00
AVAPS-D01 S00 132855101 140630 173305.00   9.54 -11.30  -80.130512  28.555540   514.44  12  1.17   520.60
AVAPS-D01 S10 132855101 140630 173305.25   9.73 -11.96  999.000000  99.000000 99999.00  12  1.19 99999.00
AVAPS-D01 S01 132855101 140630 173305.50  10.30 -11.81  -80.130500  28.555498   507.66  12  1.07   513.99
AVAPS-D01 S10 132855101 140630 173305.75  10.97 -12.35  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173306.00  10.05 -13.04  -80.130506  28.555451   495.01  12  0.94   506.00
AVAPS-D01 S10 132855101 140630 173306.25  10.44 -13.38  999.000000  99.000000 99999.00  12  0.92 99999.00
AVAPS-D01 S00 132855101 140630 173306.50  10.80 -13.56  -80.130523  28.555406   492.98  12  0.87   498.27
AVAPS-D01 S10 132855101 140630 173306.75  11.54 -13.65  999.000000  99.000000 99999.00  12  0.83 99999.00
AVAPS-D01 S00 132855101 140630 173307.00  12.21 -13.67  -80.130542  28.555357   487.40  12  0.76   490.92
AVAPS-D01 S10 132855101 140630 173307.25  12.28 -13.58  999.000000  99.000000 99999.00  12  0.68 99999.00
AVAPS-D01 S00 132855101 140630 173307.50  12.47 -14.00  -80.130557  28.555303   481.13  12  0.68   483.12
AVAPS-D01 S10 132855101 140630 173307.75  11.93 -14.07  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173308.00  11.52 -14.26  -80.130566  28.555250   460.03  12  0.62   475.48
AVAPS-D01 S11 132855101 140630 173308.25 999.00  99.00  999.000000  99.000000 99999.00  12  0.61 99999.00
AVAPS-D01 S00 132855101 140630 173308.50  12.06 -14.14  -80.130580  28.555200   463.05  12  0.60   468.11
AVAPS-D01 S10 132855101 140630 173308.75  12.13 -14.11  999.000000  99.000000 99999.00  12  0.64 99999.00
AVAPS-D01 S11 132855101 140630 173309.00 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173309.25 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173309.50  13.07 -14.31  -80.130621  28.555090   450.68  12  0.75   452.84
AVAPS-D01 S10 132855101 140630 173309.75  11.95 -14.29  999.000000  99.000000 99999.00  12  0.76 99999.00
AVAPS-D01 S00 132855101 140630 173310.00  12.64 -14.02  -80.130644  28.555039   443.41  12  0.76   445.59
AVAPS-D01 S10 132855101 140630 173310.25  12.26 -13.86  999.000000  99.000000 99999.00  12  0.83 99999.00
AVAPS-D01 S00 132855101 140630 173310.50  13.67 -13.66  -80.130669  28.554985   434.97  12  0.81   438.55
AVAPS-D01 S10 132855101 140630 173310.75  14.39 -13.62  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173311.00  14.50 -13.52  -80.130689  28.554925   429.21  12  0.63   431.32
AVAPS-D01 S10 132855101 140630 173311.25  14.57 -13.37  999.000000  99.000000 99999.00  12  0.59 99999.00
AVAPS-D01 S00 132855101 140630 173311.50  13.59 -13.57  -80.130705  28.554865   420.89  12  0.56   424.08
AVAPS-D01 S10 132855101 140630 173311.75  13.56 -13.62  999.000000  99.000000 99999.00  12  0.60 99999.00
AVAPS-D01 S00 132855101 140630 173312.00  13.42 -13.52  -80.130714  28.554806   416.28  12  0.56   416.91
AVAPS-D01 S10 132855101 140630 173312.25  12.31 -13.43  999.000000  99.000000 99999.00  12  0.56 99999.00
AVAPS-D01 S00 132855101 140630 173312.50   9.86 -13.57  -80.130725  28.554755   408.31  12  0.63   409.83
AVAPS-D01 S10 132855101 140630 173312.75   8.99 -13.34  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173313.00   9.18 -12.47  -80.130746  28.554719   402.40  12  0.76   403.93
AVAPS-D01 S10 132855101 140630 173313.25   9.72 -12.06  999.000000  99.000000 99999.00  12  0.71 99999.00
AVAPS-D01 S00 132855101 140630 173313.50  11.26 -10.72  -80.130773  28.554679   397.48  12  0.80   399.30
AVAPS-D01 S10 132855101 140630 173313.75  11.79 -10.56  999.000000  99.000000 99999.00  12  0.94 99999.00
AVAPS-D01 S01 132855101 140630 173314.00  12.99 -10.64  -80.130798  28.554630   374.55  12  0.98   393.83
AVAPS-D01 S10 132855101 140630 173314.25  13.03 -11.49  999.000000  99.000000 99999.00  12  1.15 99999.00
AVAPS-D01 S11 132855101 140630 173314.50 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173314.75 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173315.00  12.63 -11.02  -80.130842  28.554522   368.39  12  1.11   381.26
AVAPS-D01 S10 132855101 140630 173315.25  10.60 -11.40  999.000000  99.000000 99999.00  12  1.04 99999.00
AVAPS-D01 S00 132855101 140630 173315.50  12.22 -11.27  -80.130868  28.554477   360.42  12  0.97   374.81
AVAPS-D01 S10 132855101 140630 173315.75  13.89 -11.28  999.000000  99.000000 99999.00  12  1.02 99999.00
AVAPS-D01 S00 132855101 140630 173316.00  13.48 -11.70  -80.130905  28.554427   354.77  12  0.82   368.06
AVAPS-D01 S10 132855101 140630 173316.25  14.75 -11.90  999.000000  99.000000 99999.00  12  0.91 99999.00
AVAPS-D01 S00 132855101 140630 173316.50  15.16 -12.59  -80.130940  28.554369   352.21  12  0.86   360.44
AVAPS-D01 S10 132855101 140630 173316.75  14.65 -12.44  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173317.00  12.91 -12.09  -80.130963  28.554311   341.49  12  0.96   354.10
AVAPS-D01 S10 132855101 140630 173317.25  13.89 -11.65  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173317.50  14.96 -11.96  -80.130963  28.554249   332.64  12  1.02   347.88
AVAPS-D01 S10 132855101 140630 173317.75  15.37 -11.67  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173318.00  17.53 -12.51  -80.130951  28.554179   332.95  12  1.07   340.88
AVAPS-D01 S10 132855101 140630 173318.25  18.31 -13.08  999.000000  99.000000 99999.00  12  1.00 99999.00
AVAPS-D01 S00 132855101 140630 173318.50  17.54 -13.75  -80.130945  28.554099   320.88  12  0.92   332.37
AVAPS-D01 S10 132855101 140630 173318.75  18.06 -14.00  999.000000  99.000000 99999.00  12  0.91 99999.00
AVAPS-D01 S00 132855101 140630 173319.00  15.05 -13.69  -80.130940  28.554026   310.70  12  0.89   324.96
AVAPS-D01 S10 132855101 140630 173319.25  15.47 -13.35  999.000000  99.000000 99999.00  12  0.95 99999.00
AVAPS-D01 S00 132855101 140630 173319.50  13.20 -13.26  -80.130929  28.553963   303.94  12  0.93   318.05
AVAPS-D01 S10 132855101 140630 173319.75  11.43 -14.13  999.000000  99.000000 99999.00  12  1.02 99999.00
AVAPS-D01 S00 132855101 140630 173320.00  10.79 -15.35  -80.130923  28.553914   301.05  12  1.11   307.79
AVAPS-D01 S10 132855101 140630 173320.25  10.31 -16.28  999.000000  99.000000 99999.00  12  1.12 99999.00
AVAPS-D01 S00 132855101 140630 173320.50  10.40 -17.67  -80.130926  28.553869   287.95  12  1.15   296.54
AVAPS-D01 S10 132855101 140630 173320.75  11.14 -18.08  999.000000  99.000000 99999.00  12  1.14 99999.00
AVAPS-D01 S00 132855101 140630 173321.00  11.04 -18.28  -80.130947  28.553824   280.21  12  1.17   286.45
AVAPS-D01 S10 132855101 140630 173321.25  10.52 -17.77  999.000000  99.000000 99999.00  12  1.21 99999.00
AVAPS-D01 S00 132855101 140630 173321.50  11.21 -17.27  -80.130977  28.553781   275.97  12  1.29   278.37
AVAPS-D01 S10 132855101 140630 173321.75  13.54 -16.98  999.000000  99.000000 99999.00  12  1.14 99999.00
AVAPS-D01 S00 132855101 140630 173322.00  13.77 -16.55  -80.131012  28.553729   267.93  12  1.10   270.33
AVAPS-D01 S10 132855101 140630 173322.25  13.73 -16.23  999.000000  99.000000 99999.00  12  1.02 99999.00
AVAPS-D01 S01 132855101 140630 173322.50 999.00  99.00  -80.133334  28.548103   255.94  12  0.99  1396.93
AVAPS-D01 S10 132855101 140630 173322.75  13.06 -15.51  999.000000  99.000000 99999.00  12  0.96 99999.00
AVAPS-D01 S01 132855101 140630 173323.00  49.92 -34.83  -80.131047  28.553612   247.37  12  1.03   255.14
AVAPS-D01 S10 132855101 140630 173323.25  14.73 -15.15  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173323.50  15.20 -15.15  -80.131047  28.553546   242.76  12  1.12   247.44
AVAPS-D01 S10 132855101 140630 173323.75  14.56 -14.73  999.000000  99.000000 99999.00  12  1.16 99999.00
AVAPS-D01 S00 132855101 140630 173324.00  14.80 -14.31  -80.131043  28.553481   235.70  12  1.00   240.68
AVAPS-D01 S10 132855101 140630 173324.25  15.16 -13.78  999.000000  99.000000 99999.00  12  0.93 99999.00
AVAPS-D01 S00 132855101 140630 173324.50  14.72 -13.08  -80.131043  28.553415   229.38  12  0.89   234.78
AVAPS-D01 S10 132855101 140630 173324.75  14.84 -12.99  999.000000  99.000000 99999.00  12  0.87 99999.00
AVAPS-D01 S00 132855101 140630 173325.00  13.08 -13.04  -80.131041  28.553353   209.65  12  1.02   227.64
AVAPS-D01 S10 132855101 140630 173325.25  12.95 -12.53  999.000000  99.000000 99999.00  12  1.03 99999.00
AVAPS-D01 S01 132855101 140630 173325.50  11.85 -12.62  -80.131037  28.553293   205.70  12  0.97   221.97
AVAPS-D01 S10 132855101 140630 173325.75  11.27 -12.76  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S01 132855101 140630 173326.00   8.36 -13.72  -80.131035  28.553254   204.84  12  1.07   212.60
AVAPS-D01 S10 132855101 140630 173326.25  10.79 -14.29  999.000000  99.000000 99999.00  12  1.14 99999.00
AVAPS-D01 S11 132855101 140630 173326.50 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173326.75 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173327.00  13.25 -16.17  -80.131081  28.553155   191.62  12  0.98   193.89
AVAPS-D01 S10 132855101 140630 173327.25  14.23 -17.04  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173327.50  14.27 -17.35  -80.131105  28.553097   182.17  12  0.97   183.76
AVAPS-D01 S10 132855101 140630 173327.75  12.85 -17.39  999.000000  99.000000 99999.00  12  0.93 99999.00
AVAPS-D01 S00 132855101 140630 173328.00  12.07 -17.41  -80.131122  28.553041   173.04  12  0.89   174.93
AVAPS-D01 S10 132855101 140630 173328.25  12.67 -17.51  999.000000  99.000000 99999.00  12  0.97 99999.00
AVAPS-D01 S00 132855101 140630 173328.50  12.86 -17.50  -80.131145  28.552989   167.01  12  0.88   165.90
AVAPS-D01 S10 132855101 140630 173328.75  12.63 -17.13  999.000000  99.000000 99999.00  12  0.86 99999.00
AVAPS-D01 S00 132855101 140630 173329.00  13.37 -16.97  -80.131166  28.552937   160.66  12  0.85   157.66
AVAPS-D01 S10 132855101 140630 173329.25  13.34 -17.06  999.000000  99.000000 99999.00  12  0.81 99999.00
AVAPS-D01 S00 132855101 140630 173329.50  14.62 -17.26  -80.131184  28.552880   152.92  12  0.75   148.97
AVAPS-D01 S10 132855101 140630 173329.75  14.26 -17.16  999.000000  99.000000 99999.00  12  0.84 99999.00
AVAPS-D01 S01 132855101 140630 173330.00 999.00  99.00  999.000000  99.000000   141.55   0 99.00 99999.00
AVAPS-D01 S11 132855101 140630 173330.25 999.00  99.00  999.000000  99.000000 99999.00   0 99.00 99999.00
AVAPS-D01 S00 132855101 140630 173330.50  13.34 -17.05  -80.131205  28.552759   140.02  12  0.79   131.91
AVAPS-D01 S10 132855101 140630 173330.75  12.25 -16.91  999.000000  99.000000 99999.00  12  0.77 99999.00
AVAPS-D01 S00 132855101 140630 173331.00  10.82 -16.87  -80.131208  28.552707   132.78  12  0.88   123.55
AVAPS-D01 S10 132855101 140630 173331.25  10.04 -16.96  999.000000  99.000000 99999.00  12  0.86 99999.00
AVAPS-D01 S00 132855101 140630 173331.50  10.05 -16.88  -80.131207  28.552664   124.49  12  0.81   115.18
AVAPS-D01 S10 132855101 140630 173331.75   9.31 -16.27  999.000000  99.000000 99999.00  12  0.78 99999.00
AVAPS-D01 S00 132855101 140630 173332.00  13.71 -16.13  -80.131196  28.552617   109.48  12  0.65   107.75
AVAPS-D01 S10 132855101 140630 173332.25  13.24 -15.73  999.000000  99.000000 99999.00  12  0.57 99999.00
AVAPS-D01 S00 132855101 140630 173332.50  14.12 -15.43  -80.131191  28.552556   111.57  12  0.53   100.69
AVAPS-D01 S10 132855101 140630 173332.75  15.72 -15.70  999.000000  99.000000 99999.00  12  0.59 99999.00
AVAPS-D01 S01 132855101 140630 173333.00  17.32 -16.29  -80.131194  28.552485    99.10  12 99.00    92.21
AVAPS-D01 S10 132855101 140630 173333.25  17.45 -16.51  999.000000  99.000000 99999.00  12  0.65 99999.00
AVAPS-D01 S00 132855101 140630 173333.50  17.34 -16.18  -80.131216  28.552411    91.64  12  0.74    84.28
AVAPS-D01 S10 132855101 140630 173333.75  16.41 -15.48  999.000000  99.000000 99999.00  12  0.88 99999.00
AVAPS-D01 S00 132855101 140630 173334.00  16.23 -14.57  -80.131244  28.552342    83.62  12  0.87    78.24
AVAPS-D01 S10 132855101 140630 173334.25  16.15 -13.85  999.000000  99.000000 99999.00  12  0.94 99999.00
AVAPS-D01 S00 132855101 140630 173334.50  15.73 -13.28  -80.131271  28.552274    79.91  12  0.99    73.03
AVAPS-D01 S10 132855101 140630 173334.75  14.70 -12.97  999.000000  99.000000 99999.00  12  1.02 99999.00
AVAPS-D01 S00 132855101 140630 173335.00  13.45 -12.75  -80.131292  28.552212    70.60  11  1.18    67.48
AVAPS-D01 S10 132855101 140630 173335.25  13.24 -12.58  999.000000  99.000000 99999.00  11  1.26 99999.00
AVAPS-D01 S00 132855101 140630 173335.50  13.02 -12.56  -80.131305  28.552153    61.11  11  1.06    61.72
AVAPS-D01 S10 132855101 140630 173335.75  11.91 -12.77  999.000000  99.000000 99999.00  12  1.04 99999.00
AVAPS-D01 S00 132855101 140630 173336.00  11.48 -12.88  -80.131314  28.552104    55.36  12  1.10    55.38
AVAPS-D01 S10 132855101 140630 173336.25   9.67 -13.30  999.000000  99.000000 99999.00  12  1.21 99999.00
AVAPS-D01 S00 132855101 140630 173336.50   8.32 -13.98  -80.131320  28.552067    49.13  12  1.21    47.53
AVAPS-D01 S10 132855101 140630 173336.75  10.85 -13.95  999.000000  99.000000 99999.00  12  1.25 99999.00
AVAPS-D01 S01 132855101 140630 173337.00  11.03 -14.41  -80.131322  28.552025    40.31  12  1.27    39.97
AVAPS-D01 S10 132855101 140630 173337.25  10.80 -14.34  999.000000  99.000000 99999.00  12  1.12 99999.00
AVAPS-D01 S00 132855101 140630 173337.50  11.34 -14.00  -80.131321  28.551979    34.05  12  1.08    33.19
AVAPS-D01 S10 132855101 140630 173337.75  11.79 -13.96  999.000000  99.000000 99999.00  12  1.12 99999.00
AVAPS-D01 S00 132855101 140630 173338.00  11.22 -14.05  -80.131322  28.551927    27.65  11  1.18    26.42
AVAPS-D01 S10 132855101 140630 173338.25  10.28 -13.97  999.000000  99.000000 99999.00  12  1.12 99999.00
AVAPS-T01 COM Data Type/Data Channel:            AVAPS SOUNDING DATA, Channel 1
AVAPS-T01 COM Project Name/Mission ID:           14063016304 01BBA INVEST, 14063016304 01BBA INVEST
AVAPS-T01 COM Aircraft Type/ID:                  AFRC C-130J, ---
AVAPS-T01 COM Launch Time (y,m,d,h,m,s):         2014-06-30, 17:30:14
AVAPS-T01 COM Sounding Name:                     1
AVAPS-T01 COM Sonde ID/Type/Rev/Built/Sensors:   132855101, 1, A6, 2013/10/28 12:06, Vaisala RS904, Ublox TIM-5H
AVAPS-T01 COM Sonde Freq/Batt/Firmware/Shutoff:   402.02 MHz,  8.8 v,     1.04,   32768 sec, 
AVAPS-T01 COM Sonde Baseline Errors (p,t,h1,h2):    0.0 mb,    0.0 C,     0.0 %,    0.0 %
AVAPS-T01 COM Sonde Dynamic Errors  (p,t,h):       -0.4 mb,    0.0 C,     0.0 %
AVAPS-T01 COM Pre-launch Obs Data System/Time:   AFRC WC-130J (ARWO), 17:30:14
AVAPS-T01 COM Pre-launch Obs (p,t,d,h):           699.3 mb,    9.0 C,    -4.5 C,   38.2 %
AVAPS-T01 COM Pre-launch Obs (wd,ws):              32.1 deg,  11.2 m/s
AVAPS-T01 COM Pre-launch Obs (lon,lat,alt):       -80.123600 deg,  28.575800 deg,  3195.3 m, (080 07.4160'W, 28 34.5480'N)
AVAPS-T01 COM Operator Name/Comments:            CUMBO, none
AVAPS-T01 COM Standard Comments:                 Weak Telemetry
AVAPS-T01 VER 3.7.0                              Software Version 3.7.0 - 2014-04-10; Adds: Sonde GPS Aiding
AVAPS-T01 FMT NOAA 1.7                           Format Version NOAA 1.7 - 2010 Apr 17; Adds: 0.25 second winds
AVAPS-T01 TOF  0.00                              Met/Wind Offset: ptu data leads wind data by  0.00 sec
AVAPS-T01 END 132855101 140630 173518.47
